Russian	Predicted	Truth
жизнь закалять и я благодарный весь кто поддерживать я в непростой время помогать подсказывать	жизнь 1ps 3ps учить2 1ps 1ps благодарение все кто был сосед 3ps поддерж	жизнь 3ps учить2 1ps 1ps благодарение все кто был сосед 3ps поддерживать 1ps 1ps тяжелый время 3ps подсказывать 1ps
да раз в неделя заниматься	indx неделя <nums> раз <nums> учиться	indx неделя <nums> раз <nums> учиться
здравствовать	здравствуйте	приветствовать здравствуйте
я она слушаться потому что считать что она становиться я мама я она даже так называть	1ps согласиться 3ps мама тоже 1ps иметь тема	1ps согласиться надеяться <dact> <dact> poss 1ps мама тоже 1ps иметь тема <dact>
еще когда человек полностью задыхаться мы останавливаться	еще когда человек полный задыхаться полный тихий	еще когда человек полный задыхаться2 останавливаться полный тихий
совсем отрицательно	следующий3 совсем отрицать	следующий3 совсем отрицать
здесь мы также продолжать заниматься в различный кружок проводить тренинг и разнообразный мастер-класс	здесь тоже продолжать разнообразие кружок мастер класс <dact> разнообразие	здесь тоже продолжать разнообразие кружок мастер класс <dact> разнообразие
либо родитель не отдавать все себя ребенок и не объяснять смысл слово на жестовый язык	или родной отдавать.всего.себя говорить на жестовом языке рассказ	или родной отдавать.всего.себя говорить на жестовом языке рассказывать мысль слово
к сожаление не весь семья такой дружный	сожаление все семья такой дружба	сожаление все семья такой дружба
я не мочь ты отпускать поэтому я купить билет до твой город	1ps 2ps свобода не мочь 2ps кормить билет до poss 2ps город	1ps 2ps свобода не мочь 1ps кормить билет до poss 2ps город
только вы так странно одевать	одежда3 2ps одежда3 странный	одежда3 просматривать одежда3 странный
где-то или месяц	месяц <nums> месяц <nums> месяц <nums> месяц <nums> месяц <nums> месяц <nums> месяц 3	месяц <nums> месяц <nums> месяц <nums> месяц 3
вода в речка быть прозрачный так что можно быть увидеть камень на день	вода река прозрачный видеть камень четко	вода река прозрачный видеть камень четко
у мы с другой быть секрет друг от друг	1ps друг секрет ноль	1ps друг вдвоем секрет иметь делить ноль
у я в план в дальнейший объявлять о возможность проведень курс обучение	1ps план indx уже ранее объявлять о indx программа <dact> обучать2	у 1ps есть план 1ps уже ранее объявлять о poss 1ps план обучать2 <dact> обучать2
весь человек разный у весь разный работа и характер разный то что я объяснять это не готовый формула успех главное я давать вы правильный направление	человекpl разный работать2 разный характер разный что 1ps объяснять это готовый	человек pl разный работать2 разный характер разный поэтому 1ps объяснять это готовый2 успех все4 1ps выполнять главный направление правильный clf clf.двигаться clf.в clf.направлении
нужно что-то решать но я действительно не знать с что начинать	думать решать действительно 1ps не знать что начать	думать решать нужно действительно 1ps не.знать что с что начать
мы договариваться встречаться в определенный день я приходить рассказывать о свой проект и сказать что деньги пока на он нет	1ps pl договариваться встречаться indx когда2 1ps приходитьpl 1ps рассказывать 3ps	1ps договор число попадать 1ps <dact> приходить это встречаться 1ps разговаривать2 да согласие 1ps что проект 1ps есть а деньги временный нет2 1ps желание <dact> <dact> деньги зависеть
я не понимать математика	математика 1ps не понимать нет	математика 1ps не понимать нет3
неполный блокада дыхательный путь	н-е полный не останавливаться дышать	н-е полный не останавливаться дышать
наверное вы подумать что быть лишний окошко	наверное думать еще лишний	наверное думать еще лишний
настоящий	настоящий	настоящий
бабушка и дедушка родитель папа а мама и папа родитель катя и антон	бабушка2 дедушка родитель папа мама папа родители poss 3ps <dact>	бабушка2 дедушка это родители папа poss 3ps мама папа родители poss 3ps <dact> <dact>
еще он замечать бабочка медвежонок никогда не видеть ничто такой же яркий разноцветный красивый и удивительный	еще замечать бабочка2 медведь видеть никогда похоже яркий	еще замечать бабочка2 раньше медведь видеть никогда похоже яркий цвет разный и красивый удивительный
весь животное в лес смеяться над мышонок	все животное лес2 смеяться угрожать2 мышь2	все животное pl лес2 смеяться угрожать2 <dact> мышь2
мелкий	мелкий2	мелкий2
они связываться со спонсор который попросить предоставлять скидка или раздавать мыло бесплатно чтобы ребенок использовать он для мытье рука	3ps pl контактироватьpl спонсор контактироватьpl просить 3ps pl просить 3ps pl	уже контактировать pl <dact> спонсор контактировать pl просить 3ps скидка или бесплатный раздавать мыло сдать pl дети2 умыть руки использовать pl уже
следующий акселератор	следующий3 <dact>	следущий3 <dact>
общий	общий	общий
мой попугай любить человек	poss попугай любить человекpl	poss попугай <dact> любить человек pl
акцентировать внимание именно на это	акцентировать.внимание дети2	<nums> до у 1ps 1ps интерес акцентировать.внимание дети2
вот и первый рыбка ерш	первый рыба2 ловить <dact>	первый рыба2 ловить <dact>
мой бабушка любить гулять ночь	poss 1ps бабушка любить гулять ночь	poss бабушка любить гулять ночь
получаться что один апсула с утро уменьшать аппетит особенно тяга к сладкий защищать от развитие метаболический синдром инсулинорезистентность а в дальнейший сахарный диабет усиливать эффект насыщение и защищать от повторный набор вес	успех капсула утро indx уменьшать2 следующий3 еда	успех капсула утро indx уменьшать2 следующий3 еда еще не.хотеть отдельный2 сладкий indx желание нет2 и защищать о-т о-т воспринимать и сахар <dact> конец и сильный увеличивать чувствовать сытый и защищать о-т обратимый вес увеличивать
я обожать что в мой работа нет однообразие всегда разный место человек информация посещать разный мероприятие	1ps обожать2 что однообразно так нет2 всегда2 разный место человекpl информация	обожать2 что 1ps однообразно так нет2 всегда2 разный место человек pl информация разный посещать.туда.сюда разный
антон настоящий старший брат он всегда защищать свой маленький сестра если кто-то в школа иногда пытаться е обижать	<dact> настоящий старший брат 3ps всегда защита свой маленький сестра	<dact> настоящий старший брат 3ps всегда защита свой маленький сестра забота случай что школа быть pl 3ps кто обида дразнить
и я становиться интересно быть ли подобный в москва	1ps интересный 1ps москва indx одинаковый 2ps pl	1ps интересный москва здесь есть отсутствие
человек не носить это платье потому что оно мало	человекpl носить платье мало	человек pl н-е носить это платье почему это indx мало маленький3
здесь африка	здесь африка2	здесь африка2
мочь быть чтобы деньги оставаться на потом но на самый дело весь человек разный и у каждый быть свой причина	мочь быть чтобы деньги оставаться желание н-о так indx	мочь быть что думать копить оставить желание н-о так 2ps pl человек pl разный причина свой pl внутрь
мучение	страдание	страдание
тонкий	худой2	худой2
да	д-а	да
в интернет быть список конкурс в свой город	интернет список соренование свой город	интернет список соренование свой город
рано быть такой автомобиль красивый длинный с олень на капот	раньше был автомобиль красивый длинный clf clf.фары <dact> олень clf	<dact> раньше красивый clf clf.длинный clf.автомобиль clf clf.фары <dact> олень clf clf.олень clf.лапы clf clf.олень clf.стоит
она начало что-то говорить да неожиданно замолчать	3ps девочка рассказывать случай неожиданно2 молчать	3ps <dact> девочка рассказывать случай неожиданно2 молчать
несколько год назад у она к сожаление умирать мама	несколько лет назад2 девочка poss 3ps мама смерть жалость	несколько лет назад2 девочка poss 3ps мама смерть жалость
пожалуйста помогать мы кто если не вы	пожалуйста помогать 2ps если 2ps дефицит	1ps просить 2ps помогать 2ps 1ps если 2ps кто дефицит
у мы весь переводчик первый категория и постоянно повышать свой квалификация	1ps переводчик все первый <dact> и всегда расти карьера учить карьера	у 1ps переводчик все первый <dact> и всегда расти карьера учить карьера всегда
он быть старый я на год и наш отношение быть довольно странный	3ps был старший 1ps н-а <nums> лет и взаимоотношения был странный	мальчик 3ps был старший 1ps н-а <nums> лет и взаимоотношения был странный
человек говорить не мочь но он модевать покачать голова	человек говорить не.мочь.сделать голова как голова хорошо	человек говорить не.мочь.сделать голова как голова кивать хорошо
невозможно	невозможный	невозможный
правильно	правильный	правильный
код собираться вперемешку	кода собрание смешанный	кода собрание смешанный
он так бояться	3ps так страх	о-н так страх
я подумать у я получаться резьба заниматься	1ps думать 1ps получать резьба2 заниматься	поэтому 1ps думать резьба2 успех как
в будущее мир глухой исчезать или нет	будущее мир2 глухой исчезновение будет или не.будет	думать будущее мир2 глухой исчезновение будет или не.будет
это не мой тема но я смотреть немного в будущее	это н-е poss 1ps тема но 1ps смотреть чуть-чуть будущее	это н-е poss 1ps тема но 1ps смотреть чуть-чуть будущее
это прекрасный возможность для человек с различный ментальный заболевание кто действительно не мочь трудоустраиваться и он нужно постоянный сопровождение	это отличный возможность для человекpl разныйpl умственный заболевание кто не	это отличный возможность для человек pl разный pl умственный заболевание кто не мочь разделять не мочь трудоустройство 3ps нужно следующий следить
множество человек	множественный человекpl	множественный человек pl
не понимать почему кушать что	2ps не понимать почему еда что	2ps не понимать почему еда что
похоже откусывать сэндвич	похоже откусывать сэндвич	похоже <dact> clf clf.сэндвич clf.откусить
и вот изображение стекло запотевать он начинать он протирать и когда протирать начинать проявляться картина то что он хотеть	пример clf clf.изображение clf.размытое начинать вытирать	пример clf clf.изображение clf.размытое начинать вытирать когда2 вытирать появляться картина рисовать это соответствовать indx что 3ps желание похоже 1ps исправлять 3ps
также здесь рассказывать об история общество глухой о то откуда возникать жестовый язык	похоже как общество глухой 1ps рассказывать 2ps жестовый.язык2 откуда	и 3ps включать похоже 1ps рассказывать 2ps история раньше глухой общество жестовый.язык2 возникать
если не помогать снова производить хлопок пока ни получаться	если 1ps помогать новый clf clf.человек clf.выбить clf	бесполезный новый clf clf.человек clf.выбить clf.инородное clf.тело clf clf.человек clf.выбить clf.инородное clf.тело чередовать глаза clf clf.инородный clf.предмет clf.вытолкнуть нужно
когда медвежонок просыпаться папа не быть только вода повсюду	когда медведь просыпаться папа не иметь только вода повсюду	когда медведь маленький3 проснуться папа пусто повсюду вода
получаться при минимальный увеличение жир обмен вещество в организм замедляться в раз	получаться clf clf.чуть увеличение clf clf.чуть получаться clf	получаться clf clf.чуть увеличение <dact> увеличение clf clf.чуть получаться clf clf.огранизм clf.процесс <dact> медленно в 1.5 <dact> медленно
я переводить различный пара мероприятие	1ps переводчик разный урок мероприятие	1ps переводчик разный урок мероприятие
а к кто обращаться	а обращаться кто	а обращаться кто
я обязанный знать военный дело	1ps обязанность знать военный дело	1ps обязанность знать правила военный дело
древолаз очень токсичный и бывать разный цветок желтый темно-зеленый красный черный но самый опасный золотой	clf clf.лягушка clf.взбирается clf.по н-	clf clf.лягушка clf.взбирается clf.по clf.дереву у 3ps есть вредить есть бывает видеть цвет3 желтый темный зеленый красный синий черный н-о сам2 опасный зеленый цвет3 золотой
вопрос кто входить в сообщество глухой	вопрос кто входить мир2 глухой	вопрос кто включать мир2 глухой внутри
четвертый ваш мнение	четвертый poss 2ps мнение	четвертый poss 2ps мнение
веко защекотать слезинка когда поезд тронуться но вдруг дверь в купе открываться и входить роберт	слеза поезд clf clf.поезд clf.трогается н-о попад	слеза поезд clf clf.поезд clf.трогается вдруг clf clf.двери clf.купе clf.открываются мальчик clf clf.человек clf.идет то.же.самое <dact>
создавать	создавать2	собирать
а куст кричать соловей чтобы тот еще крепко прижиматься к шип	кусты clf clf.кусты кричать птица2 imp держать clf	кусты clf clf.кусты кричать птица2 imp держать clf clf.тельце clf.птицы imp
мочь быть у вы быть какой-либо вопрос или хотеть подробность я готовый вы отвечать спрашивать	мочь быть ps2 есть вопрос подробный мочь ответ спросить 1ps	может.быть у ps2 есть вопрос подробный мочь ответ спросить 1ps
нападать	нападать	напатать
из жир так же как и из белок строиться клетка оболочка мембрана без жир не образовываться поэтому часть жир идти на строительство этот мембрана и не давать мы энергия	<dact> и <dact> тоже строить клетки.организма тоже строить клетки	<dact> indx и <dact> тоже строить клетки.организма indx без clf clf.оболочка clf.клетки это делать и-з <dact> это отдельный <dact> будет использовать строить clf clf.оболочка clf.клетки и электричество 3ps давать 1ps нет indx половина убирать
сделать такой ступенька на память красота	делать это ступенька делать памятник красивый	это indx ступенька был собирать памятник красивый
быть много направление где можно себя применять физкультура преподавание разный направление быть	есть и физкультура направление считать3 любой разнообразие3 куда	1ps какой физкультура направление считать3 преподавание направление считать3 любой разнообразие3 куда все есть
а инвалид нужно быть обязательно давать путевка дом отдых специальный больница	и а инвалид нужно платитьpl должен первый путевка отдых дать	и а инвалид так нужно платить pl должен первый путевка отдых дать дом pl отдых дать специальность больница2
мой текущий рабочий деятельность мочь продолжаться до но вдруг я узнавать о болезнь или что-то случаться	1ps деятельность деятельность быть хорошо мочь до <nums> мочь быть н	сейчас 1ps деятельность работать2 быть хорошо мочь до <nums> мочь быть н-о узнать болезнь что случай
это значит настоящий поэтому сейчас он не мочь	это настоящий сейчас не мочь	это настоящий сейчас не мочь
поэтому я хотя и оробеть но не до конец и весь продолжать посматривать на ефросинья петровна что же она будет делать далеко	поэтому 1ps желание оробеть н-о до конец 1ps смотреть	1ps пока 1ps чуть-чуть страшный чуть-чуть взглянуть бабушка взглянуть делать что интересный взглянуть
по разный причина по сложный работа по ещ какой-то причина просто не хотеть	разнообразие причина сложный условие труд простой что не.хотеть	разнообразие причина сложный условие труд ещё что-то не.хотеть
в сентябрь обычно тоже жарко	сентябрь indx тоже	сентябрь indx тоже
внешний	внешний	внешний
я не знать испанский язык	испания2 язык не знать	1ps испания2 язык 1ps не знать
я относиться ко весь одинаково хорошо	1ps все так хорошо отношение	1ps все так хорошо отношение
один ребенок будет смотреть но он это не нужно	смотреть не.нужно	смотреть не.нужно
мой профессия интересный и необычный	poss 1ps профессия2 интересный необычный	poss 1ps профессия переводчик интересный необычный
однажды тамара присниться сон забросить деревня а там дочка и она звать тамара и просить скоро она находить	вдруг был сон забросить деревня indx дочь <dact> и 3ps просить 3ps	и однажды 3ps девочка сон изгой2 деревня и дочь кто кричать мама pl быстрый 1ps успех
в-третьих помимо углевод жир и белок пища давать наш организм витамин и минерал который регулировать различный процесс	третий еда <dact> <dact> <dact> еда давать 1ps плюс полезный <dact>	третий еда <dact> <dact> <dact> вместе еще 3ps давать 1ps плюс полезный <dact> что метаболизм правильно работать внутри.себя все
я должный уметь командовать отряд	1ps обязанность знать команда	1ps нужно знать пример группа военный руководить
я часто пропускать школа из-за то что сидеть с младший сестра	1ps часто прогуливать школа почему сидеть вместе младший сестра	1ps часто прогуливать школа почему 1ps сидеть вместе младший сестра
общий	общий	общий2
что хотеть сказать	желание сказать	желание сказать
бывать что в связь с погодный условие обледеневать и оборваться провод но опять же такой случаться редко	быть попадать indx мороз дождь быть clf clf.провод clf.провод	быть попадать <dact> мороз дождь быть clf clf.провод clf.pl провод clf clf.провод clf.порваться редко
так быть всегда сказать сова и это никогда не изменяться	всегда ладно думать всегда изменять не.будет	разговаривать2 <dact> пусть всегда ладно думать изменять не.будет2 ладно
через ассоциация мы постараться сделать так чтобы вы в свой город например в новосибирск находить филиал этот ассоциация и приходить туда	1ps через содружество 3ps 3ps адрес список 1ps будет раздавать2 2ps адрес	1ps через содружество 3ps 1ps адрес список 1ps будет раздавать2 все это 3ps адрес свой новосибирск 3ps другой город будет приходить2
а если я не прийти домой папа и мама обязательно сообщать в милиция	1ps домой не будет родители должен полицейский милиция предупредить	1ps домой не будет родители должен полицейский милиция предупредить
лето сам себя нужно купаться	лето обязательный купаться	indx лето обязательный купаться
когда наступать ночь они отдыхать	когда ночь начало отдых	когда ночь начало отдых
это я очень нужно потому что я получать различный информация о музей город благодаря этот организация	1ps indx быть включать indx различный получать информация все получать вечный у 3ps	1ps indx быть включать это нужда indx различный pl получать информация все получать вечный у 3ps содружество перечислять2 получать2 indx быть музей работать2 включать indx город страна indx 1ps вечный
мать девочка сильно выпивать после развод с отец и оля всегда сторониться ребята чувствовать себя обделять	мама девочка проходить учить2 проходить плюс папа о-н всегда	мама poss 3ps девочка проходить расстаться папа сильный алкоголь и <dact> 3ps всегда2 <nums> лишний2
вода холодный или ты притворяться	вода холодный или 2ps притворяться	вода холодный или 2ps притворяться
благодаря вот этот механизм ускоряться снижение вес	благодарение это indx быстрый вес	благодарение это indx собирать indx успех вес худеть
дочка сидеть зажиматься в угол	дочь сидеть угол прятать	дочь сидеть угол прятать
но иногда смотреть на человек и думать что у он жировой запас даже слишком много и пора останавливаться	смотреть человекpl думать у 3ps жировые.запасы куда собирать2	видеть человек 3ps <dact> жировые.запасы куда хватит конец
мы с она знакомый	1ps pl девочка знакомый	1ps pl вместе знакомый
я приходить в тот школа в который среди слышать ребенок быть код приходить туда смотреть помогать	1ps приходить школа indx включать слышащий дети2 кода смотреть помог	кто indx дети слышащий кода включать 1ps помогать 3ps 1ps приходить 3ps проводить indx приходить смотреть indx
обнимать и до следующий встреча	обнимать все до следующий встреча	обнимать все до следующий встреча пока
подключаться быть вы ждать	ждать2 2ps подключаться 2ps подключаться 1ps	ждать2 poss 2ps 2ps подключаться 1ps
вы быть получать различный поручение	2ps pl получать различный	желание пример поручать различный
я быть учитывать возможность ваш город	1ps быть хорошо 2ps возможность poss 2ps город	1ps обучать2 потом потому.что город poss 2ps
также вы мочь находить я в соцсеть ВК фейсбук и написать я задавать вопрос я отвечать	кто 2ps pl мочь 2ps отвечать 1ps 1ps ответ фейсбук <dact> написать вопрос	кто узнать2 мочь 2ps 1ps соцсеть ответ в-к фейсбук написать вопрос 1ps отвечать
следующий вога клуб глухой	следующий2 <dact> клуб глухой	следующий2 <dact> клуб глухой
я сам глухой общаться на жестовый язык мой родитель а также бабушка и дедушка тоже глухой и мы нормально общаться на жестовый язык	1ps сам2 глухой 1ps глухой 1ps говорить на жестовом языке poss 1ps роди	1ps сам2 глухой poss 1ps говорить на жестовом языке poss 1ps родиетли глухой бабушка дедушка глухой 3ps pl говорить на жестовом языке нормально
если бы я не пойти работать переводчик я бы выбирать направление сурдопедагог и обучать бы ребенок с нарушение слух	если 1ps поступать работать2 переводчик 1ps выбирать другой специальность направление	если 1ps поступать работать2 переводчик 1ps выбирать другой специальность направление <dact> преподавание обучать2 дети2 нарушение2 слух
да	д-а	д-а
укус лори мочь вызывать анафилактический шок и даже смерть говорить что лори подражать змей ядовитый	кусать мочь 1ps вызывать анафактический шок даже смерть мочь	это 3ps кусать мочь 1ps <dact> 1ps смерть мочь2 это осторожно <dact> 3ps копировать змея похоже
о нет ты не мочь поехать на королевский бал в такой вид	2ps не мочь 2ps поехать 1ps королевский бал в такой вид	нельзя уезжать королевский праздник бал такой 2ps
мы видеть что человек стоять взгляд испуганный	1ps видеть человек стоять глаза какой	1ps 1ps видеть человек стоять глаза какой clf clf.глаза clf.расшириться напуганный indx кашлять2 останавливаться
ехать нужно быть далеко но луиза не мочь пропустить такой событие	еда необходимость далеко3 луза clf clf.двигаться clf.	поехать далеко н-о пропускать3 не мочь
семья это труд друг о друг забота	семья это труд делать друг.друга забота	семья это труд делать друг.друга забота
например на помещение	пример indx комната	пример комната комната
на седьмой место муравьед	следующий2 место муравьед	следующий3 <dact>
он вчера не купить мясо	3ps вчера мясо покупать не был	о-н 3ps вчера мясо покупать не был
он быть страшно но он стараться не показывать это	3ps было страх н-о 3ps стараться показывать не	о-н был страх н-о стараться н-е показывать
жир сжигаться быстро и превращаться в энергия	жир сжигаться быстрый и превращать электричество	<dact> огонь быстрый изменение энергия
и как раз когда мы общаться в фейсбука там быть человек по имя аркадий белозовский	<dact> <dact> когда фейсбук indx был человек <dact> имя <dact>	<dact> <dact> связь когда фейсбук indx был беседовать indx имя <dact> <dact>
по-прежнему пусто	пустой то.же.самое	пустой то.же.самое
у я быть принтер	1ps принтер2 1ps иметь	1ps принтер2 иметь
а также углеводный пища потому что повышаться сахар и инсулин в кровь	плюс <dact> тоже почему сахар2 выше.крыши выше.крыш	плюс <dact> еда indx тоже почему сахар2 выше <dact> кровь тоже выше
для то чтобы вы быть заразный у вы не должно быть антитело	если вы быть заразный необходимость у 2ps внутри защита не иметь	если 1ps заразный 1ps необходимость внутри защита не иметь
мой жена тоже учиться в ЛВЦ она знать	poss 1ps жена лвц учить2 знать	poss 1ps жена лвц учить2 знать пример
в это институт учиться глухой и я там быть	институт глухой толпа есть indx это indx был	институт глухой толпа есть indx это 1ps был indx
код из разный страна сразу узнавать друг друг радоваться начинать взаимодействовать друг с другой	кода знать poss 1ps 1ps одинаковый 3ps 1ps одинаковый 3ps нейтр.им	глаз знать poss 1ps 1ps пример 1ps италия2 русский пусть <dact> 3ps одинаковый 3ps нейтр.имп радость clf clf.взаимодействовать общаться
следующий этап начинать копить на случай если оставаться без работа увольняться тогда что делать а резерв всегда быть	следующий2 начинать копить если работать уволиться чтоpl делать остав	потом следующий все4 потом начинать копить вдруг 1ps не.работать уволиться что pl делать оставить есть
поэтому хром уменьшать тяга к сладкий	получать2 <dact> уменьшать2 clf clf.тяга сладкий	<dact> уменьшать2 3ps тянуть 1ps сладкий
хорошо	хорошо	хорошо
абсорбция другой соединение хром незначительный и составлять мало	<dact> другой соединение хром не.знать2 мало	<dact> соединение успех мало меньше <nums> процент
за вертолет платить кто будет	вертолет деньги кто будет	вертолет деньги кто будет
почему	почему	почему
у мой брат быть чистый носок	poss брат чистота носки иметь	poss 1ps брат чистота носки иметь
изменяться мир ваш семья друг и коллега весь изменяться	ваш семья мир изменить работать2 вместе работать2 все изменить будет	ваш семья мир изменить друг pl вместе работать все изменить будет
это агенство вообще мочь выделять переводчик на любой мероприятие вы же знать что вы по закон положенный переводчик поэтому не надо стесняться он просить	это indx выделить перевод любой деятельность что соревнование indx подать.заявление	это indx это выделить перевод indx любой деятельность что соревнование indx подать.заявление и обратиться 2ps перевод пожалуйста обслуживать все терпеть должен закон indx есть все должен обслуживать перевод
получаться я продолжать работать и плюс обучать студент будущий переводчик	1ps получать2 1ps продолжать работать2 плюс 1ps учить студент2 будущее	1ps получать2 1ps продолжать работать2 оставаться2 продолжать еще работать2 плюс 1ps учить студент2 будущее переводчик
гордиться	гордый	гордый
вдруг ларсить замечать вдалеке свой папа	случай <dact> замечать видеть вдалеке свой папа видеть	случай <dact> замечать clf clf.вдалеке indx папа видеть
следующий рыба фуга большой круглый рыба с пятно	изменить.направление рыба2 <dact> clf clf.рыба clf.рыба	изменить.направление рыба2 <dact> clf clf.рыба clf.круглая пятно pl clf clf.рыба clf.круглая
говорить голос и жест одновременно	говорить на жестовом языке время	жестовый язык
привет	привет	привет
это специальный группа слышать ребенок у который родитель глухой	это специальность группа дети2 слышащий poss 3ps папа глухой	это специальность группа дети2 слышащий poss 3ps папа глухой
верно	правильный	правильно
во-первых в состав максимально эффективный комлпекс компонент экстракт гарциния и пиколинат хром	первый собирать indx есть тупик полезный общий <dact> и <dact>	первый собирать indx есть тупик полезный общий <dact> и <dact>
она входить вытирать рука о полотенце	девочка входить вытирать рука о полотенце	clf clf.человек clf.идет потирать.руки
вдруг он услышать в лес возмущать разговор зверь медведь заяц белок птица	слышать indx лес возмущаться indx разговаривать2 медведь возму	слышать indx лес что разговаривать2 <dact> что indx был разговаривать2 медведь возмущаться заяц <dact> птица множество смешанный
