,Unnamed: 0,id,text,analysis,pos
2841,2841,3252,русский,"[{'text': 'русский', 'analysis': [{'wt': 0.29240396620000003, 'lex': 'русский', 'gr': 'S,муж,од=им,ед'}]}]",S
2842,2842,3253,рутина,"[{'text': 'рутина', 'analysis': [{'wt': 0.9003521800000001, 'lex': 'рутина', 'gr': 'S,жен,неод=им,ед'}]}]",S
2843,2843,3254,рухнуть,"[{'text': 'рухнуть', 'analysis': [{'wt': 1, 'lex': 'рухнуть', 'gr': 'V,сов,нп=инф'}]}]",V
2844,2844,3255,ручеек,"[{'text': 'ручеек', 'analysis': [{'wt': 1, 'lex': 'ручеек', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2845,2845,3257,ручка,"[{'text': 'ручка', 'analysis': [{'wt': 1, 'lex': 'ручка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2846,2846,3258,ручка дверная,"[{'text': 'ручка', 'analysis': [{'wt': 1, 'lex': 'ручка', 'gr': 'S,жен,неод=им,ед'}]}, {'text': ' '}, {'text': 'дверная', 'analysis': [{'wt': 1, 'lex': 'дверной', 'gr': 'A=им,ед,полн,жен'}]}]",S
2847,2847,3259,рыба,"[{'text': 'рыба', 'analysis': [{'wt': 1, 'lex': 'рыба', 'gr': 'S,жен,од=им,ед'}]}]",S
2848,2848,3260,рыбец,"[{'text': 'рыбец', 'analysis': [{'wt': 1, 'lex': 'рыбец', 'gr': 'S,муж,од=им,ед'}]}]",S
2849,2849,3261,Рыбы,"[{'text': 'Рыбы', 'analysis': [{'wt': 1, 'lex': 'рыба', 'gr': 'S,жен,од=(род,ед|им,мн)'}]}]",S
2850,2850,3262,рывок,"[{'text': 'рывок', 'analysis': [{'wt': 1, 'lex': 'рывок', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2851,2851,3263,рыгать,"[{'text': 'рыгать', 'analysis': [{'wt': 1, 'lex': 'рыгать', 'gr': 'V,несов,нп=инф'}]}]",V
2852,2852,3264,рынок,"[{'text': 'рынок', 'analysis': [{'wt': 1, 'lex': 'рынок', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2853,2853,3265,рюкзак,"[{'text': 'рюкзак', 'analysis': [{'wt': 1, 'lex': 'рюкзак', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2854,2854,3266,рядом,"[{'text': 'рядом', 'analysis': [{'wt': 0.9518985152, 'lex': 'рядом', 'gr': 'ADV='}]}]",ADV
2855,2855,3267,с чередованием,"[{'text': 'с', 'analysis': [{'wt': 0.9999778271, 'lex': 'с', 'gr': 'PR='}]}, {'text': ' '}, {'text': 'чередованием', 'analysis': [{'wt': 1, 'lex': 'чередование', 'gr': 'S,сред,неод=твор,ед'}]}]",
2856,2856,3268,садизм,"[{'text': 'садизм', 'analysis': [{'wt': 1, 'lex': 'садизм', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2857,2857,3269,салфетка,"[{'text': 'салфетка', 'analysis': [{'wt': 1, 'lex': 'салфетка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2858,2858,3270,сам,"[{'text': 'сам', 'analysis': [{'wt': 1, 'lex': 'сам', 'gr': 'APRO=(вин,ед,муж,неод|им,ед,муж)'}]}]",APRO
2859,2859,3271,самолет,"[{'text': 'самолет', 'analysis': [{'wt': 1, 'lex': 'самолет', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2860,2860,3272,самый,"[{'text': 'самый', 'analysis': [{'wt': 1, 'lex': 'самый', 'gr': 'APRO=(вин,ед,муж,неод|им,ед,муж)'}]}]",APRO
2861,2861,3273,самый лучший,"[{'text': 'самый', 'analysis': [{'wt': 1, 'lex': 'самый', 'gr': 'APRO=(вин,ед,муж,неод|им,ед,муж)'}]}, {'text': ' '}, {'text': 'лучший', 'analysis': [{'wt': 1, 'lex': 'хороший', 'gr': 'A=(вин,ед,полн,прев,муж,неод|им,ед,полн,прев,муж)'}]}]",A
2862,2862,3274,самый первый,"[{'text': 'самый', 'analysis': [{'wt': 1, 'lex': 'самый', 'gr': 'APRO=(вин,ед,муж,неод|им,ед,муж)'}]}, {'text': ' '}, {'text': 'первый', 'analysis': [{'wt': 1, 'lex': 'первый', 'gr': 'ANUM=(вин,ед,муж,неод|им,ед,муж)'}]}]",ANUM
2863,2863,3275,сандалии,"[{'text': 'сандалии', 'analysis': [{'wt': 0.9964684844, 'lex': 'сандалия', 'gr': 'S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)'}]}]",S
2864,2864,3276,санки,"[{'text': 'санки', 'analysis': [{'wt': 0.9973844886000001, 'lex': 'санки', 'gr': 'S,мн,неод=(вин|им)'}]}]",S
2865,2865,3277,сарказм,"[{'text': 'сарказм', 'analysis': [{'wt': 1, 'lex': 'сарказм', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2866,2866,3278,сатана,"[{'text': 'сатана', 'analysis': [{'wt': 1, 'lex': 'сатана', 'gr': 'S,мж,од=им,ед'}]}]",S
2867,2867,3279,сахар,"[{'text': 'сахар', 'analysis': [{'wt': 0.9999745488, 'lex': 'сахар', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2868,2868,3280,сбавлять,"[{'text': 'сбавлять', 'analysis': [{'wt': 1, 'lex': 'сбавлять', 'gr': 'V,пе=инф,несов'}]}]",V
2869,2869,3281,сбегать,"[{'text': 'сбегать', 'analysis': [{'wt': 0.8649362326000001, 'lex': 'сбегать', 'gr': 'V,нп=(инф,несов|инф,сов)'}]}]",V
2870,2870,3282,сбежать,"[{'text': 'сбежать', 'analysis': [{'wt': 0.9956441522, 'lex': 'сбегать', 'gr': 'V,нп=инф,сов'}]}]",V
2871,2871,3283,сберегать,"[{'text': 'сберегать', 'analysis': [{'wt': 1, 'lex': 'сберегать', 'gr': 'V=инф,несов,пе'}]}]",V
2872,2872,3284,сбивалка,"[{'text': 'сбивалка', 'analysis': [{'wt': 1, 'lex': 'сбивалка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2873,2873,3285,сборка,"[{'text': 'сборка', 'analysis': [{'wt': 1, 'lex': 'сборка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2874,2874,3286,сбрызнуть,"[{'text': 'сбрызнуть', 'analysis': [{'wt': 1, 'lex': 'сбрызгивать', 'gr': 'V,пе=инф,сов'}]}]",V
2875,2875,3287,свадьба,"[{'text': 'свадьба', 'analysis': [{'wt': 1, 'lex': 'свадьба', 'gr': 'S,жен,неод=им,ед'}]}]",S
2876,2876,3288,свалить,"[{'text': 'свалить', 'analysis': [{'wt': 0.9249984622, 'lex': 'сваливать', 'gr': 'V=инф,сов,пе'}]}]",V
2877,2877,3289,сварка,"[{'text': 'сварка', 'analysis': [{'wt': 1, 'lex': 'сварка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2878,2878,3290,свежий,"[{'text': 'свежий', 'analysis': [{'wt': 1, 'lex': 'свежий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2879,2879,3291,сверкать,"[{'text': 'сверкать', 'analysis': [{'wt': 1, 'lex': 'сверкать', 'gr': 'V,несов,нп=инф'}]}]",V
2880,2880,3292,сверлить,"[{'text': 'сверлить', 'analysis': [{'wt': 1, 'lex': 'сверлить', 'gr': 'V,несов,пе=инф'}]}]",V
2881,2881,3293,сверху,"[{'text': 'сверху', 'analysis': [{'wt': 0.9865590930000001, 'lex': 'сверху', 'gr': 'ADV='}]}]",ADV
2882,2882,3294,свет фар,"[{'text': 'свет', 'analysis': [{'wt': 0.9999926686, 'lex': 'свет', 'gr': 'S,ед,муж,неод=(вин|им)'}]}, {'text': ' '}, {'text': 'фар', 'analysis': [{'wt': 1, 'lex': 'фара', 'gr': 'S,жен,неод=род,мн'}]}]",S
2883,2883,3295,светлый,"[{'text': 'светлый', 'analysis': [{'wt': 1, 'lex': 'светлый', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2884,2884,3296,свеча,"[{'text': 'свеча', 'analysis': [{'wt': 1, 'lex': 'свеча', 'gr': 'S,жен,неод=им,ед'}]}]",S
2885,2885,3297,свечение,"[{'text': 'свечение', 'analysis': [{'wt': 1, 'lex': 'свечение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2886,2886,3298,свидетельство,"[{'text': 'свидетельство', 'analysis': [{'wt': 1, 'lex': 'свидетельство', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2887,2887,3299,свинья,"[{'text': 'свинья', 'analysis': [{'wt': 1, 'lex': 'свинья', 'gr': 'S,жен,од=им,ед'}]}]",S
2888,2888,3300,свисток,"[{'text': 'свисток', 'analysis': [{'wt': 1, 'lex': 'свисток', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2889,2889,3301,свитер,"[{'text': 'свитер', 'analysis': [{'wt': 1, 'lex': 'свитер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2890,2890,3302,свобода,"[{'text': 'свобода', 'analysis': [{'wt': 1, 'lex': 'свобода', 'gr': 'S,жен,неод=им,ед'}]}]",S
2891,2891,3304,связать,"[{'text': 'связать', 'analysis': [{'wt': 1, 'lex': 'связывать', 'gr': 'V=инф,сов'}]}]",V
2892,2892,3306,святой,"[{'text': 'святой', 'analysis': [{'wt': 0.8484931588, 'lex': 'святой', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)'}]}]",A
2893,2893,3307,священный,"[{'text': 'священный', 'analysis': [{'wt': 1, 'lex': 'священный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2894,2894,3308,свёртываться,"[{'text': 'свёртываться', 'analysis': [{'wt': 1, 'lex': 'свертываться', 'gr': 'V,нп=инф,несов'}]}]",V
2895,2895,3309,сгибать,"[{'text': 'сгибать', 'analysis': [{'wt': 1, 'lex': 'сгибать', 'gr': 'V,пе=инф,несов'}]}]",V
2896,2896,3310,сдавать,"[{'text': 'сдавать', 'analysis': [{'wt': 1, 'lex': 'сдавать', 'gr': 'V,пе=инф,несов'}]}]",V
2897,2897,3311,сдавать кровь,"[{'text': 'сдавать', 'analysis': [{'wt': 1, 'lex': 'сдавать', 'gr': 'V,пе=инф,несов'}]}, {'text': ' '}, {'text': 'кровь', 'analysis': [{'wt': 1, 'lex': 'кровь', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",V
2898,2898,3312,сдаваться,"[{'text': 'сдаваться', 'analysis': [{'wt': 1, 'lex': 'сдаваться', 'gr': 'V,нп=инф,несов'}]}]",V
2899,2899,3313,сдвиг фазы,"[{'text': 'сдвиг', 'analysis': [{'wt': 1, 'lex': 'сдвиг', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}, {'text': ' '}, {'text': 'фазы', 'analysis': [{'wt': 1, 'lex': 'фаза', 'gr': 'S,жен,неод=(вин,мн|род,ед|им,мн)'}]}]",S
2900,2900,3314,сдирать,"[{'text': 'сдирать', 'analysis': [{'wt': 1, 'lex': 'сдирать', 'gr': 'V=инф,несов,пе'}]}]",V
2901,2901,3315,северный,"[{'text': 'северный', 'analysis': [{'wt': 1, 'lex': 'северный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2902,2902,3316,в настоящее время,"[{'text': 'в', 'analysis': [{'wt': 0.9999917746, 'lex': 'в', 'gr': 'PR='}]}, {'text': ' '}, {'text': 'настоящее', 'analysis': [{'wt': 0.4667061865, 'lex': 'настоящий', 'gr': 'A=(вин,ед,полн,сред|им,ед,полн,сред|срав)'}]}, {'text': ' '}, {'text': 'время', 'analysis': [{'wt': 1, 'lex': 'время', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",
2903,2903,3317,секрет,"[{'text': 'секрет', 'analysis': [{'wt': 1, 'lex': 'секрет', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2904,2904,3318,секс,"[{'text': 'секс', 'analysis': [{'wt': 1, 'lex': 'секс', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2905,2905,3319,сексуальный,"[{'text': 'сексуальный', 'analysis': [{'wt': 1, 'lex': 'сексуальный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2906,2906,3320,семестр,"[{'text': 'семестр', 'analysis': [{'wt': 1, 'lex': 'семестр', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2907,2907,3321,семинар,"[{'text': 'семинар', 'analysis': [{'wt': 1, 'lex': 'семинар', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2908,2908,3322,семья,"[{'text': 'семья', 'analysis': [{'wt': 1, 'lex': 'семья', 'gr': 'S,жен,неод=им,ед'}]}]",S
2909,2909,3323,сенсорный дисплей,"[{'text': 'сенсорный', 'analysis': [{'wt': 1, 'lex': 'сенсорный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}, {'text': ' '}, {'text': 'дисплей', 'analysis': [{'wt': 1, 'lex': 'дисплей', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2910,2910,3324,сервис,"[{'text': 'сервис', 'analysis': [{'wt': 1, 'lex': 'сервис', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2911,2911,3325,сердце,"[{'text': 'сердце', 'analysis': [{'wt': 1, 'lex': 'сердце', 'gr': 'S,сред,неод=(пр,ед|вин,ед|им,ед)'}]}]",S
2912,2912,3326,сердцебиение,"[{'text': 'сердцебиение', 'analysis': [{'wt': 1, 'lex': 'сердцебиение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2913,2913,3327,серебро,"[{'text': 'серебро', 'analysis': [{'wt': 1, 'lex': 'серебро', 'gr': 'S,ед,сред,неод=(вин|им)'}]}]",S
2914,2914,3328,середина,"[{'text': 'середина', 'analysis': [{'wt': 1, 'lex': 'середина', 'gr': 'S,жен,неод=им,ед'}]}]",S
2915,2915,3329,серия визитов,"[{'text': 'серия', 'analysis': [{'wt': 1, 'lex': 'серия', 'gr': 'S,жен,неод=им,ед'}]}, {'text': ' '}, {'text': 'визитов', 'analysis': [{'wt': 1, 'lex': 'визит', 'gr': 'S,муж,неод=род,мн'}]}]",S
2916,2916,3330,серьга,"[{'text': 'серьга', 'analysis': [{'wt': 1, 'lex': 'серьга', 'gr': 'S,жен,неод=им,ед'}]}]",S
2917,2917,3331,серьезно,"[{'text': 'серьезно', 'analysis': [{'wt': 0.9493952394, 'lex': 'серьезно', 'gr': 'ADV='}]}]",ADV
2918,2918,3332,сестра,"[{'text': 'сестра', 'analysis': [{'wt': 1, 'lex': 'сестра', 'gr': 'S,жен,од=им,ед'}]}]",S
2919,2919,3333,сеть,"[{'text': 'сеть', 'analysis': [{'wt': 1, 'lex': 'сеть', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
2920,2920,3334,сжатие,"[{'text': 'сжатие', 'analysis': [{'wt': 1, 'lex': 'сжатие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2921,2921,3335,сжатый,"[{'text': 'сжатый', 'analysis': [{'wt': 0.01523833908, 'lex': 'сжинать', 'gr': 'V=(прош,вин,ед,прич,полн,муж,сов,страд,неод|прош,им,ед,прич,полн,муж,сов,страд)'}]}]",V
2922,2922,3337,сжимать,"[{'text': 'сжимать', 'analysis': [{'wt': 1, 'lex': 'сжимать', 'gr': 'V=инф,несов,пе'}]}]",V
2923,2923,3338,сзади,"[{'text': 'сзади', 'analysis': [{'wt': 0.8483309746000001, 'lex': 'сзади', 'gr': 'ADV='}]}]",ADV
2924,2924,3339,сигара,"[{'text': 'сигара', 'analysis': [{'wt': 1, 'lex': 'сигара', 'gr': 'S,жен,неод=им,ед'}]}]",S
2925,2925,3340,сигарета,"[{'text': 'сигарета', 'analysis': [{'wt': 1, 'lex': 'сигарета', 'gr': 'S,жен,неод=им,ед'}]}]",S
2926,2926,3341,сигнализация,"[{'text': 'сигнализация', 'analysis': [{'wt': 1, 'lex': 'сигнализация', 'gr': 'S,жен,неод=им,ед'}]}]",S
2927,2927,3342,сигнальные огни,"[{'text': 'сигнальные', 'analysis': [{'wt': 1, 'lex': 'сигнальный', 'gr': 'A=(вин,мн,полн,неод|им,мн,полн)'}]}, {'text': ' '}, {'text': 'огни', 'analysis': [{'wt': 1, 'lex': 'огонь', 'gr': 'S,муж,неод=(вин,мн|им,мн)'}]}]",S
2928,2928,3343,сидеть,"[{'text': 'сидеть', 'analysis': [{'wt': 1, 'lex': 'сидеть', 'gr': 'V,несов,нп=инф'}]}]",V
2929,2929,3344,сила,"[{'text': 'сила', 'analysis': [{'wt': 0.9874935746000001, 'lex': 'сила', 'gr': 'S,жен,неод=им,ед'}]}]",S
2930,2930,3345,сильно,"[{'text': 'сильно', 'analysis': [{'wt': 0.9747264981, 'lex': 'сильно', 'gr': 'ADV='}]}]",ADV
2931,2931,3346,симбиоз,"[{'text': 'симбиоз', 'analysis': [{'wt': 1, 'lex': 'симбиоз', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2932,2932,3347,симпатичный,"[{'text': 'симпатичный', 'analysis': [{'wt': 1, 'lex': 'симпатичный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2933,2933,3348,Сингапур,"[{'text': 'Сингапур', 'analysis': [{'wt': 1, 'lex': 'сингапур', 'gr': 'S,гео,муж,неод=(вин,ед|им,ед)'}]}]",S
2934,2934,3349,синяк,"[{'text': 'синяк', 'analysis': [{'wt': 1, 'lex': 'синяк', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2935,2935,3350,сирота,"[{'text': 'сирота', 'analysis': [{'wt': 1, 'lex': 'сирота', 'gr': 'S,мж,од=им,ед'}]}]",S
2936,2936,3351,система,"[{'text': 'система', 'analysis': [{'wt': 1, 'lex': 'система', 'gr': 'S,жен,неод=им,ед'}]}]",S
2937,2937,3352,ситуация,"[{'text': 'ситуация', 'analysis': [{'wt': 1, 'lex': 'ситуация', 'gr': 'S,жен,неод=им,ед'}]}]",S
2938,2938,3353,сказать,"[{'text': 'сказать', 'analysis': [{'wt': 1, 'lex': 'сказать', 'gr': 'V,сов,пе=инф'}]}]",V
2939,2939,3354,сказка,"[{'text': 'сказка', 'analysis': [{'wt': 1, 'lex': 'сказка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2940,2940,3355,скала,"[{'text': 'скала', 'analysis': [{'wt': 0.9776231647, 'lex': 'скала', 'gr': 'S,жен,неод=им,ед'}]}]",S
2941,2941,3356,скандал,"[{'text': 'скандал', 'analysis': [{'wt': 1, 'lex': 'скандал', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2942,2942,3357,сканнер,"[{'text': 'сканнер', 'analysis': [{'wt': 1, 'lex': 'сканер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2943,2943,3358,скатерть,"[{'text': 'скатерть', 'analysis': [{'wt': 1, 'lex': 'скатерть', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
2944,2944,3359,скатная крыша,"[{'text': 'скатная', 'analysis': [{'wt': 1, 'lex': 'скатный', 'gr': 'A=им,ед,полн,жен'}]}, {'text': ' '}, {'text': 'крыша', 'analysis': [{'wt': 1, 'lex': 'крыша', 'gr': 'S,жен,неод=им,ед'}]}]",S
2945,2945,3360,скаут,"[{'text': 'скаут', 'analysis': [{'wt': 1, 'lex': 'скаут', 'gr': 'S,муж,од=им,ед'}]}]",S
2946,2946,3361,скачать,"[{'text': 'скачать', 'analysis': [{'wt': 1, 'lex': 'скачать', 'gr': 'V,сов,пе=инф'}]}]",V
2947,2947,3362,скейтборд,"[{'text': 'скейтборд', 'analysis': [{'wt': 1, 'lex': 'скейтборд', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2948,2948,3363,скелет,"[{'text': 'скелет', 'analysis': [{'wt': 1, 'lex': 'скелет', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2949,2949,3364,склад,"[{'text': 'склад', 'analysis': [{'wt': 1, 'lex': 'склад', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2950,2950,3365,складывать,"[{'text': 'складывать', 'analysis': [{'wt': 1, 'lex': 'складывать', 'gr': 'V,несов,пе=инф'}]}]",V
2951,2951,3366,склока,"[{'text': 'склока', 'analysis': [{'wt': 1, 'lex': 'склока', 'gr': 'S,жен,неод=им,ед'}]}]",S
2952,2952,3367,склон,"[{'text': 'склон', 'analysis': [{'wt': 1, 'lex': 'склон', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2953,2953,3368,сковорода,"[{'text': 'сковорода', 'analysis': [{'wt': 0.8778814077, 'lex': 'сковорода', 'gr': 'S,жен,неод=им,ед'}]}]",S
2954,2954,3370,скользкий,"[{'text': 'скользкий', 'analysis': [{'wt': 1, 'lex': 'скользкий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2955,2955,3371,скорбеть,"[{'text': 'скорбеть', 'analysis': [{'wt': 1, 'lex': 'скорбеть', 'gr': 'V,несов,нп=инф'}]}]",V
2956,2956,3372,скоростной,"[{'text': 'скоростной', 'analysis': [{'wt': 1, 'lex': 'скоростной', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)'}]}]",A
2957,2957,3373,скорпион,"[{'text': 'скорпион', 'analysis': [{'wt': 1, 'lex': 'скорпион', 'gr': 'S,муж,од=им,ед'}]}]",S
2958,2958,3374,скрепка,"[{'text': 'скрепка', 'analysis': [{'wt': 1, 'lex': 'скрепка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2959,2959,3375,скрести,"[{'text': 'скрести', 'analysis': [{'wt': 0.9961015582, 'lex': 'скрести', 'gr': 'V,несов,пе=инф'}]}]",V
2960,2960,3376,скрининг,"[{'text': 'скрининг', 'analysis': [{'wt': 1, 'lex': 'скрининг', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2961,2961,3377,скрипка,"[{'text': 'скрипка', 'analysis': [{'wt': 1, 'lex': 'скрипка', 'gr': 'S,жен,неод=им,ед'}]}]",S
2962,2962,3378,скромный,"[{'text': 'скромный', 'analysis': [{'wt': 1, 'lex': 'скромный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2963,2963,3379,скрывать,"[{'text': 'скрывать', 'analysis': [{'wt': 1, 'lex': 'скрывать', 'gr': 'V=инф,несов,пе'}]}]",V
2964,2964,3380,скульптура,"[{'text': 'скульптура', 'analysis': [{'wt': 1, 'lex': 'скульптура', 'gr': 'S,жен,неод=им,ед'}]}]",S
2965,2965,3381,скучать,"[{'text': 'скучать', 'analysis': [{'wt': 1, 'lex': 'скучать', 'gr': 'V,несов,нп=инф'}]}]",V
2966,2966,3382,слабослышащий,"[{'text': 'слабослышащий', 'analysis': [{'wt': 1, 'lex': 'слабослышащий', 'gr': 'A,полн=(вин,ед,муж,неод|им,ед,муж)'}]}]",A
2967,2967,3383,слабый,"[{'text': 'слабый', 'analysis': [{'wt': 1, 'lex': 'слабый', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2968,2968,3384,сладкий,"[{'text': 'сладкий', 'analysis': [{'wt': 1, 'lex': 'сладкий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2969,2969,3385,сладкое,"[{'text': 'сладкое', 'analysis': [{'wt': 0.8926586509000001, 'lex': 'сладкий', 'gr': 'A=(вин,ед,полн,сред|им,ед,полн,сред)'}]}]",A
2970,2970,3386,сладострастный,"[{'text': 'сладострастный', 'analysis': [{'wt': 1, 'lex': 'сладострастный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2971,2971,3387,слайд,"[{'text': 'слайд', 'analysis': [{'wt': 1, 'lex': 'слайд', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2972,2972,3388,слегка,"[{'text': 'слегка', 'analysis': [{'wt': 1, 'lex': 'слегка', 'gr': 'ADV='}]}]",ADV
2973,2973,3389,следить,"[{'text': 'следить', 'analysis': [{'wt': 1, 'lex': 'следить', 'gr': 'V,несов,нп=инф'}]}]",V
2974,2974,3390,следствие,"[{'text': 'следствие', 'analysis': [{'wt': 1, 'lex': 'следствие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2975,2975,3392,слеза,"[{'text': 'слеза', 'analysis': [{'wt': 1, 'lex': 'слеза', 'gr': 'S,жен,неод=им,ед'}]}]",S
2976,2976,3393,слепой,"[{'text': 'слепой', 'analysis': [{'wt': 0.7942939997, 'lex': 'слепой', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)'}]}]",A
2977,2977,3394,сливки,"[{'text': 'сливки', 'analysis': [{'wt': 0.9648386240000001, 'lex': 'сливки', 'gr': 'S,мн,неод=(вин|им)'}]}]",S
2978,2978,3395,слияние,"[{'text': 'слияние', 'analysis': [{'wt': 1, 'lex': 'слияние', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2979,2979,3396,словакия,"[{'text': 'словакия', 'analysis': [{'wt': 1, 'lex': 'словакия', 'gr': 'S,гео,жен,неод=им,ед'}]}]",S
2980,2980,3397,Словения,"[{'text': 'Словения', 'analysis': [{'wt': 1, 'lex': 'словения', 'gr': 'S,гео,жен,неод=им,ед'}]}]",S
2981,2981,3398,слово,"[{'text': 'слово', 'analysis': [{'wt': 1, 'lex': 'слово', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2982,2982,3399,сложный,"[{'text': 'сложный', 'analysis': [{'wt': 1, 'lex': 'сложный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
2983,2983,3400,слой,"[{'text': 'слой', 'analysis': [{'wt': 1, 'lex': 'слой', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
2984,2984,3401,сломанный,"[{'text': 'сломанный', 'analysis': [{'wt': 1, 'lex': 'сломать', 'gr': 'V,сов,пе=(прош,вин,ед,прич,полн,муж,страд,неод|прош,им,ед,прич,полн,муж,страд)'}]}]",V
2985,2985,3402,слон,"[{'text': 'слон', 'analysis': [{'wt': 1, 'lex': 'слон', 'gr': 'S,муж,од=им,ед'}]}]",S
2986,2986,3403,служение,"[{'text': 'служение', 'analysis': [{'wt': 1, 'lex': 'служение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
2987,2987,3404,слуховой аппарат,"[{'text': 'слуховой', 'analysis': [{'wt': 1, 'lex': 'слуховой', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)'}]}, {'text': ' '}, {'text': 'аппарат', 'analysis': [{'wt': 1, 'lex': 'аппарат', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
